occurrenceStatus,species,country,locality,year,month,day
PRESENT,Capra falconeri,"Djurparksdjur frÃ¥n Nordens Ark, Boh., ca 7 km O Hunnebostrand, Ã…by sÃ¤teri. FÃ¶dd dÃ¤r.","Djurparksdjur frÃ¥n Nordens Ark, Boh., ca 7 km O Hunnebostrand, Ã…by sÃ¤teri. FÃ¶dd dÃ¤r.",2002,12,11
PRESENT,Capra falconeri,United States of America,SAN ANTONIO ZOOLOGICAL PARK (CAPTIVITY ANIMAL),1988,1,3
PRESENT,Capra falconeri,Germany,Germany,1960,11,24
PRESENT,Capra falconeri,Unknown,Unknown,0,0,0
PRESENT,Capra falconeri,Germany,Germany,0,0,0
PRESENT,Capra falconeri,Unknown,Unknown,0,0,0
PRESENT,Capra falconeri,unspecified,unspecified,0,0,0
PRESENT,Capra falconeri,Unknown,Unknown,0,0,0
PRESENT,Capra falconeri,Uzbekistan,Surhansky,2012,6,10
PRESENT,Capra falconeri,Uzbekistan,Surhansky,2012,10,13
PRESENT,Capra falconeri,Uzbekistan,Surhansky,2013,6,1
PRESENT,Capra falconeri,Uzbekistan,Surhansky,2014,6,7
PRESENT,Capra falconeri,Uzbekistan,Surhansky,2011,4,25
PRESENT,Capra falconeri,Uzbekistan,Surhansky,2014,11,3
PRESENT,Callithrix geoffroyi,Brazil,Brazil - Bahia,2018,12,17
PRESENT,Callithrix geoffroyi,Unknown,Unknown,0,0,0
PRESENT,Callithrix geoffroyi,Unknown,Unknown,1987,10,15
PRESENT,Callithrix geoffroyi,Unknown,Unknown,2000,8,26
PRESENT,Callithrix geoffroyi,Brazil,Brazil - Bahia,2017,8,19
PRESENT,Callithrix geoffroyi,Unknown,Unknown,2000,8,26
PRESENT,Callithrix geoffroyi,Unknown,Unknown,2000,9,4
PRESENT,Callithrix geoffroyi,Unknown,Unknown,2000,8,26
PRESENT,Callithrix geoffroyi,Brazil,Brazil,1919,0,0
PRESENT,Callithrix geoffroyi,Brazil,Brazil - Espirito Santo,2011,11,8
PRESENT,Callithrix geoffroyi,Brazil,Brazil - Espirito Santo,2011,11,7
PRESENT,Callithrix geoffroyi,Unknown,Unknown,0,0,0
PRESENT,Callithrix geoffroyi,Oklahoma City Zoological Park,Oklahoma City Zoological Park,1968,2,19
PRESENT,Callithrix geoffroyi,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Callithrix geoffroyi,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Callithrix geoffroyi,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Callithrix geoffroyi,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Callithrix geoffroyi,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Callithrix geoffroyi,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Callithrix geoffroyi,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Cebuella pygmaea,Unknown,Unknown,0,0,0
PRESENT,Cebuella pygmaea,Ecuador,UTM50_18M_0250_9950,2017,12,10
PRESENT,Cebuella pygmaea,Unknown,Unknown,0,0,0
PRESENT,Cebuella pygmaea,Unknown,Unknown,0,0,0
PRESENT,Cebuella pygmaea,Unknown,Unknown,2016,7,30
PRESENT,Cebuella pygmaea,Unknown,Unknown,0,0,0
PRESENT,Cebuella pygmaea,Colombia,Colombia,0,0,0
PRESENT,Cebuella pygmaea,United States of America,"Captive at Santa Ana Zoo, Santa Ana",2007,0,0
PRESENT,Cebuella pygmaea,United States of America,"Captive at Santa Ana Zoo, Santa Ana",2007,0,0
PRESENT,Cebuella pygmaea,Unknown,Unknown,1987,6,2
PRESENT,Cebuella pygmaea,Unknown,Unknown,0,0,0
PRESENT,Cebuella pygmaea,Brazil,Brazil,0,0,0
PRESENT,Cebuella pygmaea,Unknown,Unknown,0,0,0
PRESENT,Cebuella pygmaea,Unknown,Unknown,1987,6,2
PRESENT,Cebuella pygmaea,Unknown,Unknown,1987,6,2
PRESENT,Cebuella pygmaea,Unknown,Unknown,0,0,0
PRESENT,Cebuella pygmaea,Unknown,Unknown,0,0,0
PRESENT,Cebuella pygmaea,Unknown,Unknown,0,0,0
PRESENT,Cebuella pygmaea,San Diego Zoo,San Diego Zoo,0,0,0
PRESENT,Cebuella pygmaea,Unknown,Unknown,1987,6,2
PRESENT,Suricata suricatta,Spain,Spain,0,0,0
PRESENT,Suricata suricatta,Unknown,Unknown,2004,4,4
PRESENT,Suricata suricatta,South Africa,South Africa,0,0,0
PRESENT,Suricata suricatta,Unknown,Unknown,0,0,0
PRESENT,Suricata suricatta,Unknown,Unknown,0,0,0
PRESENT,Suricata suricatta,Unknown,Unknown,0,0,0
PRESENT,Suricata suricatta,Unknown,Unknown,0,0,0
PRESENT,Suricata suricatta,Unknown,Unknown,0,0,0
PRESENT,Suricata suricatta,Unknown,Unknown,1996,11,23
PRESENT,Suricata suricatta,Unknown,Unknown,2004,4,4
PRESENT,Suricata suricatta,Unknown,Unknown,0,0,0
PRESENT,Suricata suricatta,Unknown,Unknown,0,0,0
PRESENT,Suricata suricatta,Unknown,Unknown,0,0,0
PRESENT,Suricata suricatta,United States of America,United States of America,0,0,0
PRESENT,Suricata suricatta,Unknown,Unknown,0,0,0
PRESENT,Suricata suricatta,South Africa,South Africa,0,0,0
PRESENT,Suricata suricatta,South Africa,South Africa,0,0,0
PRESENT,Suricata suricatta,Angola,Espinheira 18 km S Iona NP,0,0,0
PRESENT,Suricata suricatta,Angola,Iona NP Morro Vermelho Iona,0,0,0
PRESENT,Suricata suricatta,Namibia,"Gorrasis, 25 degrees 18 minutes S, 15 degrees 55 minutes E, Maltahohe District",1974,2,14
PRESENT,Mergus squamatus,Russian Federation,"Russia:Primorskiy Kray, Krasnoarmeyskiy Rayon, Vostretsovo, near confluence of Bol`shaya Ussurka and Dal`nyaya Rivers",2001,8,8
PRESENT,Mergus squamatus,"Died in captivity, WWT, Slimbridge","Died in captivity, WWT, Slimbridge",2008,6,30
PRESENT,Mergus squamatus,"Died in captivity, WWT, Slimbridge","Died in captivity, WWT, Slimbridge",2008,6,20
PRESENT,Mergus squamatus,China,China.,0,0,0
PRESENT,Mergus squamatus,Unknown,Unknown,0,0,0
PRESENT,Mergus squamatus,Unknown,Unknown,0,0,0
PRESENT,Mergus squamatus,Unknown,Unknown,0,0,0
PRESENT,Mergus squamatus,Unknown,Unknown,0,0,0
PRESENT,Mergus squamatus,Unknown,Unknown,0,0,0
PRESENT,Mergus squamatus,China,Fokien,0,0,0
PRESENT,Mergus squamatus,"Korea, Republic of","Korea, Republic of",1912,0,0
PRESENT,Mergus squamatus,"Korea, Republic of","Hozando, Musan",1912,4,16
PRESENT,Mergus squamatus,"Taiwan, Province of China",Hengchun,1971,11,2
PRESENT,Mergus squamatus,Unknown,Unknown,0,0,0
PRESENT,Mergus squamatus,Unknown,Unknown,0,0,0
PRESENT,Mergus squamatus,Unknown,Unknown,0,0,0
PRESENT,Mergus squamatus,Unknown,Unknown,0,0,0
PRESENT,Mergus squamatus,Unknown,Unknown,0,0,0
PRESENT,Mergus squamatus,Russian Federation,Copper Is.,1911,6,9
ABSENT,Mergus squamatus,"Korea, Republic of","Korea, Republic of",0,0,0
PRESENT,Plecturocebus donacophilus,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Plecturocebus donacophilus,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Plecturocebus donacophilus,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Plecturocebus donacophilus,Bolivia (Plurinational State of),Bolivia (Plurinational State of),1832,1,1
PRESENT,Plecturocebus donacophilus,Bolivia (Plurinational State of),Bolivia (Plurinational State of),1832,1,1
PRESENT,Plecturocebus donacophilus,Bolivia (Plurinational State of),Bolivia (Plurinational State of),0,0,0
PRESENT,Plecturocebus donacophilus,unknown or invalid,NO LOCALITY,2000,6,12
PRESENT,Plecturocebus donacophilus,unknown or invalid,Cordillère des Andes,0,0,0
PRESENT,Plecturocebus donacophilus,Peru,Santa Cruz,0,0,0
PRESENT,Plecturocebus donacophilus,Bolivia (Plurinational State of),Buena Vista,1921,3,22
PRESENT,Plecturocebus donacophilus,Paraguay,Picada Chovoreca,1999,9,24
PRESENT,Plecturocebus moloch,Bolivia (Plurinational State of),Rio Surutu,1921,4,5
PRESENT,Plecturocebus donacophilus,Bolivia (Plurinational State of),Buena Vista,0,0,0
PRESENT,Plecturocebus donacophilus,Bolivia (Plurinational State of),Buena Vista,0,0,0
PRESENT,Plecturocebus donacophilus,Bolivia (Plurinational State of),Río Surutú,0,0,0
PRESENT,Plecturocebus donacophilus,unknown or invalid,unknown or invalid,0,0,0
PRESENT,Plecturocebus donacophilus,unknown or invalid,unknown or invalid,1973,6,26
PRESENT,Plecturocebus donacophilus,unknown or invalid,unknown or invalid,1973,6,26
PRESENT,Plecturocebus donacophilus,Bolivia (Plurinational State of),Buena Vista,0,0,0
PRESENT,Plecturocebus donacophilus,Paraguay,Fort Wheeler,1919,10,4
PRESENT,Ateles geoffroyi,Mexico,La Perla del Golfo,1983,9,30
PRESENT,Ateles geoffroyi,Mexico,Sierra Santa Martha,1978,5,4
PRESENT,Ateles geoffroyi,Mexico,"Quintana Roo, MX",2019,6,26
PRESENT,Ateles hybridus,Colombia,Parque Nacional Natural Selva De Florencia,2018,8,24
PRESENT,Ateles hybridus,Colombia,Parque Nacional Natural Selva De Florencia,2018,8,27
PRESENT,Ateles paniscus,Guyana,"Guyana:Upper Takutu-Upper Essequibo, Chodikar River, 55 Km SW Of Gunn'S Strip",1996,11,5
PRESENT,Ateles paniscus,Unknown,Unknown,0,0,0
PRESENT,Ateles belzebuth,Colombia,Caño cristales y alrededores,2016,10,11
PRESENT,Ateles fusciceps,Colombia,Extremo occidental del municipio de Frontino,2011,10,5
PRESENT,Ateles fusciceps,Colombia,Municipio de Bahía Solano y colinda con el municipio de Bojayá,2011,3,1
PRESENT,Perochirus ateles,Micronesia (Federated States of),"Micronesia:Caroline Islands, Lenger Island, Lenger Island, E side of, near seaplane ramp, off N coast of Pohnpei Island",1996,6,25
PRESENT,Perochirus ateles,Micronesia (Federated States of),"Micronesia:Caroline Islands, Lenger Island, Lenger Island, SE point of, off N coast of Pohnpei Island",1996,6,25
PRESENT,Ateles geoffroyi,Mexico,10 KM S,1944,11,20
PRESENT,Ateles geoffroyi,Mexico,Mexico,1944,12,6
PRESENT,Ateles geoffroyi,Mexico,CERRO GOLONDRINA,1961,12,27
PRESENT,Ateles geoffroyi,Mexico,"1 KM W RANCHO ALEGRE, 20 KM N, 7 KM E, 15 KM N",1956,11,6
PRESENT,Ateles geoffroyi,Mexico,"CERCA FINCA PRUSIA, 30 KM W",0,0,0
PRESENT,Ateles paniscus,Unknown,Unknown,0,0,0
PRESENT,Ateles paniscus,Unknown,Unknown,0,0,0
PRESENT,Saimiri sciureus,Colombia,Colombia,0,0,0
PRESENT,Saimiri sciureus,Colombia,Colombia,0,0,0
PRESENT,Saimiri sciureus,Colombia,Reserva Biológica El Zafire,2007,12,13
PRESENT,Saimiri sciureus,Unknown,Unknown,0,0,0
PRESENT,Saimiri sciureus,Unknown,Unknown,0,0,0
PRESENT,Saimiri sciureus,Unknown,Unknown,0,0,0
PRESENT,Saimiri sciureus,Unknown,Unknown,0,0,0
PRESENT,Saimiri sciureus,Unknown,Unknown,0,0,0
PRESENT,Saimiri sciureus,Colombia,"Vereda La Esmeralda, Patio Bonito y Vereda Surimena",2011,0,0
PRESENT,Saimiri sciureus,Colombia,Caño cristales y alrededores,2016,10,11
PRESENT,Saimiri sciureus,Unknown,Unknown,0,0,0
PRESENT,Saimiri sciureus,Unknown,Unknown,0,0,0
PRESENT,Saimiri sciureus,Unknown,Unknown,0,0,0
PRESENT,Saimiri sciureus,French Guiana,French Guiana,2011,12,6
PRESENT,Saimiri sciureus,Peru,Puesto San Antonio,1992,6,12
PRESENT,Saimiri sciureus,Unknown,Unknown,0,0,0
PRESENT,Saimiri sciureus,Unknown,Unknown,0,0,0
PRESENT,Saimiri sciureus,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Saimiri sciureus,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Saimiri sciureus,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Cercopithecus neglectus,Unknown,Unknown,1899,12,30
PRESENT,Cercopithecus neglectus,Africa,Africa,1899,12,30
PRESENT,Cercopithecus neglectus,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Cercopithecus neglectus,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Cercopithecus neglectus,Unknown,Unknown,0,0,0
PRESENT,Cercopithecus neglectus,Uganda,Uganda - Semuliki NP,2016,7,13
PRESENT,Cercopithecus neglectus,Uganda,Uganda - Bundibugyo,2018,7,30
PRESENT,Cercopithecus neglectus,Uganda,Uganda - Bundibugyo,2018,7,30
PRESENT,Cercopithecus neglectus,Uganda,Uganda - Semuliki NP,2016,7,13
PRESENT,Cercopithecus neglectus,Unknown,Unknown,0,0,0
PRESENT,Cercopithecus neglectus,Ethiopia,Ethiopia - SNNPR,2018,8,29
PRESENT,Cercopithecus neglectus,Uganda,Uganda - Bundibugyo,2019,11,4
PRESENT,Cercopithecus neglectus,Uganda,Uganda - Semuliki NP,2017,2,27
PRESENT,Cercopithecus neglectus,Uganda,Uganda - Bundibugyo,2018,7,30
PRESENT,Cercopithecus neglectus,Unknown,Unknown,0,0,0
PRESENT,Cercopithecus neglectus,Uganda,Uganda - Semuliki NP,2016,7,13
PRESENT,Cercopithecus neglectus,Unknown,Unknown,0,0,0
PRESENT,Cercopithecus neglectus,Unknown,Unknown,0,0,0
PRESENT,Cercopithecus neglectus,Kenya,"Saiwa Swamp, Kenya",2003,10,29
PRESENT,Cercopithecus neglectus,Ethiopia,Ethiopia - SNNPR,2018,8,28
PRESENT,Cercopithecus diana,Unknown,Unknown,2012,1,1
PRESENT,Cercopithecus diana,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Cercopithecus diana,Unknown,Unknown,0,0,0
PRESENT,Cercopithecus diana,Unknown,Unknown,0,0,0
PRESENT,Cercopithecus diana,Unknown,Unknown,1970,7,2
PRESENT,Cercopithecus diana,Unknown,Unknown,1861,0,0
PRESENT,Cercopithecus diana,Unknown,Unknown,0,0,0
PRESENT,Cercopithecus diana,Unknown,Unknown,0,0,0
PRESENT,Cercopithecus diana,Unknown,Unknown,0,0,0
PRESENT,Cercopithecus diana,Unknown,Unknown,1964,5,27
PRESENT,Cercopithecus diana,Unknown,Unknown,1969,1,2
PRESENT,Cercopithecus diana,Liberia,Liberia,0,0,0
PRESENT,Cercopithecus diana,Unknown,Unknown,1972,2,22
PRESENT,Cercopithecus diana,Gentse Dierentuin,Gentse Dierentuin,1898,1,1
PRESENT,Cercopithecus diana,Unknown,Unknown,0,0,0
PRESENT,Cercopithecus diana,Unknown,Unknown,0,0,0
PRESENT,Cercopithecus diana,Unknown,Unknown,1964,5,27
PRESENT,Cercopithecus diana,Unknown,Unknown,1979,8,21
PRESENT,Cercopithecus diana,Gentse Dierentuin,Gentse Dierentuin,1898,1,1
PRESENT,Cercopithecus diana,Unknown,Unknown,0,0,0
PRESENT,Erythrocebus patas,Unknown,Unknown,0,0,0
PRESENT,Erythrocebus patas,Unknown,Unknown,0,0,0
PRESENT,Erythrocebus patas,Unknown,Unknown,0,0,0
PRESENT,Erythrocebus patas,Unknown,Unknown,0,0,0
PRESENT,Erythrocebus patas,Unknown,Unknown,0,0,0
PRESENT,Erythrocebus patas,Unknown,Unknown,0,0,0
PRESENT,Erythrocebus patas,Boven-Nijl,Boven-Nijl,1875,1,1
PRESENT,Erythrocebus patas,Unknown,Unknown,0,0,0
PRESENT,Erythrocebus patas,Unknown,Unknown,1867,1,1
PRESENT,Erythrocebus patas,Unknown,Unknown,1919,1,1
PRESENT,Erythrocebus patas,Unknown,Unknown,0,0,0
PRESENT,Erythrocebus patas,Unknown,Unknown,0,0,0
PRESENT,Erythrocebus patas,Unknown,Unknown,0,0,0
PRESENT,Erythrocebus patas,Sierra Leone,Bathurst,0,0,0
PRESENT,Erythrocebus patas,Senegal,Senegal,1835,1,1
PRESENT,Erythrocebus patas,Côte d’Ivoire,"Located at one end of a section of savanna thrushing S into dense, semi-deciduous forests.",0,0,0
PRESENT,Erythrocebus patas,Unknown,Unknown,0,0,0
PRESENT,Erythrocebus patas,Unknown,Unknown,0,0,0
PRESENT,Erythrocebus patas,Unknown,Unknown,0,0,0
PRESENT,Erythrocebus patas,Unknown,Unknown,0,0,0
PRESENT,Ateles fusciceps,Panama,Vicinity of Bayano,1968,4,29
PRESENT,Ateles fusciceps,Colombia,Las Campanas,1949,5,30
PRESENT,Ateles fusciceps,Colombia,Rio Mechengue,1957,10,27
PRESENT,Ateles fusciceps,Colombia,Las Campanas,1949,6,2
PRESENT,Ateles fusciceps,Colombia,Villa Arteaga,1950,1,26
PRESENT,Ateles fusciceps,Colombia,Las Campanas,1949,5,30
PRESENT,Ateles fusciceps,Colombia,"Medellin, Concordia.",0,0,0
PRESENT,Ateles fusciceps,Colombia,Rio Mechengue,1957,10,27
PRESENT,Ateles fusciceps,Unknown,Unknown,1895,11,4
PRESENT,Ateles fusciceps,Unknown,Unknown,1890,4,14
PRESENT,Ateles fusciceps,Colombia,Colombia,1912,8,27
PRESENT,Ateles fusciceps,Colombia,Rio Mechenque,1957,6,0
PRESENT,Ateles fusciceps,Colombia,"Catival, upper Rio San Jorge",1949,7,31
PRESENT,Ateles fusciceps,Colombia,"Catival, upper Rio San Jorge",1949,7,6
PRESENT,Ateles fusciceps,Colombia,Rio Mechenque,1957,6,0
PRESENT,Ateles fusciceps,Colombia,La Gallera,1911,7,13
PRESENT,Ateles fusciceps,Panama,Tapaliza River,1915,3,6
PRESENT,Ateles fusciceps,Colombia,"Puri, above Caceres",1950,7,30
PRESENT,Ateles fusciceps,Colombia,"Socorre, upper Rio Sinu",1949,4,9
PRESENT,Ateles fusciceps,Colombia,"Socorre, upper Rio Sinu",1949,4,10
PRESENT,Cercopithecus ascanius,Uganda,Uganda - Kanungu,2013,7,7
PRESENT,Cercopithecus ascanius,Uganda,Uganda,2008,2,6
PRESENT,Cercopithecus ascanius,Uganda,Uganda - Kamwenge,2019,11,5
PRESENT,Cercopithecus ascanius,Kenya,Kenya - Shinyalu,2017,10,10
PRESENT,Cercopithecus ascanius,Uganda,Uganda - Kamwenge,2017,2,23
PRESENT,Cercopithecus ascanius,Uganda,Kibale Forest,1992,6,15
PRESENT,Cercopithecus ascanius,Uganda,Uganda - Kibale NP,2008,7,7
PRESENT,Cercopithecus ascanius,Uganda,Uganda - Bulisa,2017,3,30
PRESENT,Cercopithecus ascanius,Uganda,Uganda - Kibale NP,2006,12,27
PRESENT,Cercopithecus ascanius,Uganda,Uganda - Kamwenge,2019,11,5
PRESENT,Cercopithecus ascanius,Kenya,Kenya - Shinyalu,2017,9,21
PRESENT,Cercopithecus ascanius,Uganda,Uganda - Kamwenge,2009,7,18
PRESENT,Cercopithecus ascanius,Kenya,Kenya - Shinyalu,2018,11,13
PRESENT,Cercopithecus ascanius,Uganda,Uganda - Kamwenge,2011,8,16
PRESENT,Cercopithecus ascanius,Uganda,Uganda - Kibale NP,2007,7,2
PRESENT,Cercopithecus ascanius,Uganda,Uganda - Jinja,2017,2,2
PRESENT,Cercopithecus ascanius,Rwanda,Rwanda: Nyungwe National Park,2005,8,19
PRESENT,Cercopithecus ascanius,Uganda,Uganda - Bushenyi,2013,6,4
PRESENT,Cercopithecus ascanius,"Tanzania, United Republic of",Tanzania: Mahale Mountains National Park,2005,7,9
PRESENT,Cercopithecus ascanius,"Tanzania, United Republic of",Tanzania: Mahale Mountains National Park,2005,6,28
PRESENT,Alouatta caraya,Brazil,Brazil,2013,4,18
PRESENT,Alouatta caraya,Unknown,Unknown,0,0,0
PRESENT,Alouatta caraya,Argentina,Argentina,0,0,0
PRESENT,Alouatta caraya,Argentina,Argentina,0,0,0
PRESENT,Alouatta caraya,Argentina,Argentina,0,0,0
PRESENT,Alouatta caraya,Argentina,Argentina,0,0,0
PRESENT,Alouatta caraya,Africa,Africa,1899,12,30
PRESENT,Alouatta caraya,Argentina,Argentina,0,0,0
PRESENT,Alouatta caraya,South Africa,South Africa,0,0,0
PRESENT,Alouatta caraya,Argentina,Argentina,0,0,0
PRESENT,Alouatta caraya,South Africa,South Africa,0,0,0
PRESENT,Alouatta caraya,Argentina,Argentina,0,0,0
PRESENT,Alouatta caraya,South Africa,South Africa,0,0,0
PRESENT,Alouatta caraya,Argentina,Argentina,0,0,0
PRESENT,Alouatta caraya,Argentina,Argentina,0,0,0
PRESENT,Alouatta caraya,Argentina,Argentina,0,0,0
PRESENT,Alouatta caraya,Argentina,Argentina,0,0,0
PRESENT,Alouatta caraya,South Africa,South Africa,0,0,0
PRESENT,Alouatta caraya,Brazil,MS-184,2013,9,4
PRESENT,Alouatta caraya,Brazil,MS-184,2013,9,4
PRESENT,Alces alces,Russian Federation,Valaam,1999,9,20
PRESENT,Alces alces,Unknown,Unknown,0,0,0
PRESENT,Alces alces,Unknown,Unknown,0,0,0
PRESENT,Alces alces,Russian Federation,Valaam,1998,8,31
PRESENT,Alces alces,Russian Federation,Valaam,2002,9,8
PRESENT,Alces alces,Russian Federation,Valaam,2001,9,10
PRESENT,Alces alces,Estonia,Estonia,2007,7,16
PRESENT,Alces alces,Commercial specimen,Commercial specimen,0,0,0
PRESENT,Alces alces,Unknown,Unknown,2007,7,25
PRESENT,Alces alces,Estonia,Estonia,2007,7,19
PRESENT,Alces alces,Estonia,Estonia,2007,7,26
PRESENT,Alces alces,Russian Federation,Valaam,2000,8,22
PRESENT,Alces alces,Russian Federation,Valaam,2004,8,28
PRESENT,Alces alces,Estonia,Estonia,2007,7,20
PRESENT,Alces alces,Estonia,Estonia,2007,7,19
PRESENT,Alces alces,Estonia,Estonia,2007,7,19
PRESENT,Alces alces,Estonia,Estonia,2007,7,19
PRESENT,Alces alces,Denmark,Denmark,1999,10,1
PRESENT,Alces alces,Denmark,Denmark,2000,5,20
PRESENT,Alces alces,Denmark,Denmark,1999,11,19
PRESENT,Momotus momota,Unknown,Unknown,0,0,0
PRESENT,Momotus momota,Unknown,Unknown,0,0,0
PRESENT,Momotus momota,Germany,"Hörstel-Riesenbeck,",2000,9,10
PRESENT,Momotus momota,Brazil,Parque Zoobotânico Museu Goeldi,1935,5,0
PRESENT,Momotus momota,Brazil,Parque Zoobotânico Museu Goeldi,1935,4,0
PRESENT,Momotus momota,Brazil,Parque Zoobotânico Museu Goeldi,1936,8,0
PRESENT,Momotus momota,Brazil,"Crixás river,",1990,8,16
PRESENT,Momotus momota,Brazil,Parque Zoobotânico Museu Goeldi,1959,2,18
PRESENT,Momotus momota,Brazil,Parque Zoobotânico Museu Goeldi,1936,3,0
PRESENT,Momotus momota,Brazil,Alto Rio Araguaia,1958,4,13
PRESENT,Momotus momota,Brazil,Parque Zoobotânico Museu Goeldi,1938,2,0
PRESENT,Momotus momota,Brazil,Parque Zoobotânico Museu Goeldi,1942,9,26
PRESENT,Momotus momota,Brazil,Parque Zoobotânico Museu Goeldi,1937,9,0
PRESENT,Momotus momota,Brazil,Parque Zoobotânico Museu Goeldi,1937,2,0
PRESENT,Momotus momota,Brazil,"Agropalma, Moju",0,0,0
PRESENT,Momotus momota,No Specific Locality,No Specific Locality,0,0,0
PRESENT,Momotus momota,Unknown,Unknown,0,0,0
PRESENT,Momotus momota,Unknown,Unknown,0,0,0
PRESENT,Momotus momota,Unknown,Unknown,0,0,0
PRESENT,Momotus momota,Suriname,Suriname,1871,1,1
PRESENT,Peromyscus polionotus,Germany,Germany,1996,6,3
PRESENT,Peromyscus polionotus,Germany,Germany,1997,6,3
PRESENT,Peromyscus polionotus,United States of America,United States of America,2018,3,2
PRESENT,Peromyscus polionotus,United States of America,United States of America,2019,3,19
PRESENT,Peromyscus polionotus,United States of America,United States of America,2020,1,17
PRESENT,Peromyscus polionotus,United States of America,United States of America,2018,9,11
PRESENT,Peromyscus polionotus,United States of America,United States of America,2017,3,21
PRESENT,Peromyscus polionotus,United States of America,"SAVANNAH RIVER PLANT, 0.5 MI E ELLETON BAY",1985,8,3
PRESENT,Peromyscus polionotus,United States of America,MITCHELL FARMS,0,0,0
PRESENT,Peromyscus polionotus,United States of America,United States of America,2013,12,5
PRESENT,Peromyscus polionotus,United States of America,SAVANNAH RIVER PLANT,0,0,0
PRESENT,Peromyscus polionotus,United States of America,NAT. FOREST STOCK,1956,7,18
PRESENT,Peromyscus polionotus,United States of America,SAVANNAH RIVER PLANT,0,0,0
PRESENT,Peromyscus polionotus,United States of America,United States of America,2017,1,29
PRESENT,Peromyscus polionotus,United States of America,United States of America,0,0,0
PRESENT,Peromyscus polionotus,Unknown,Unknown,0,0,0
PRESENT,Peromyscus polionotus,Unknown,Unknown,0,0,0
PRESENT,Peromyscus polionotus,United States of America,United States of America,0,0,0
PRESENT,Peromyscus polionotus,United States of America,2.5 km southwest of Inglis,0,0,0
PRESENT,Peromyscus polionotus,United States of America,7 km NE of Newberry,0,0,0
PRESENT,Uria aalge,Spain,Spain,1997,0,0
PRESENT,Uria aalge,"Taiwan, Province of China","Taiwan, Province of China",2004,6,6
PRESENT,Uria aalge,France,France,2015,2,12
PRESENT,Uria aalge,Gilsdorf,Gilsdorf,1922,11,30
PRESENT,Uria aalge,"Taiwan, Province of China","Taiwan, Province of China",2004,6,5
PRESENT,Uria aalge,Austria,ohne Fundort,0,0,0
PRESENT,Uria aalge,Finland,Finland,2003,1,15
PRESENT,Uria aalge,Finland,Finland,1965,1,3
PRESENT,Uria aalge,Norway,Norwegen,0,0,0
PRESENT,Uria aalge,Norway,"Norway:Finnmark, Hjelmsoya",2000,5,1
PRESENT,Uria aalge,Sweden,"Sweden:Halland, Mellbystrand-Skummeslovsstrand",1997,9,20
PRESENT,Uria aalge,Norway,"Norway:Finnmark, Hjelmsoya",2000,5,1
PRESENT,Uria aalge,United States of America,USA:Alaska,1997,3,15
PRESENT,Uria aalge,"Sweden:Vastra Gotaland, Pater Noster skaeren, Klaedesholmen","Sweden:Vastra Gotaland, Pater Noster skaeren, Klaedesholmen",1997,3,12
PRESENT,Uria aalge,Canada,Canada:New Brunswick,2004,7,23
PRESENT,Uria aalge,Canada,Canada:New Brunswick,2004,7,23
PRESENT,Uria aalge,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,1968,0,0
PRESENT,Uria aalge,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,1999,0,0
PRESENT,Uria aalge,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,2008,0,0
PRESENT,Uria aalge,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,1964,0,0
PRESENT,Leucopsar rothschildi,Unknown,Unknown,1980,0,0
PRESENT,Leucopsar rothschildi,Indonesia,Indonesia,1976,4,17
PRESENT,Leucopsar rothschildi,Indonesia,N.W. BALI,0,0,0
PRESENT,Leucopsar rothschildi,United States of America,Aviary Bird,0,0,0
PRESENT,Leucopsar rothschildi,Unknown,Unknown,0,0,0
PRESENT,Leucopsar rothschildi,Unknown,Unknown,1980,0,0
PRESENT,Leucopsar rothschildi,Captive Bird (National Aviary),Captive Bird (National Aviary),1974,5,4
PRESENT,Leucopsar rothschildi,Indonesia,Indonesia,1976,4,17
