occurrenceStatus,species,country,locality,year,month,day
PRESENT,Orycteropus afer,Kenya,Marsabit Forest Ecosystem,2014,9,30
PRESENT,Orycteropus afer,Unknown,Unknown,0,0,0
PRESENT,Orycteropus afer,Germany,Germany,0,0,0
PRESENT,Orycteropus afer,South Africa,South Africa,0,0,0
PRESENT,Orycteropus afer,Niger,"Say, Parc W",2015,4,8
PRESENT,Orycteropus afer,Unknown,Unknown,0,0,0
PRESENT,Orycteropus afer,Unknown,Unknown,0,0,0
PRESENT,Orycteropus afer,Unknown,Unknown,0,0,0
PRESENT,Orycteropus afer,Unknown,Unknown,0,0,0
PRESENT,Orycteropus afer,Unknown,Unknown,0,0,0
PRESENT,Orycteropus afer,Unknown,Unknown,0,0,0
PRESENT,Orycteropus afer,Unknown,Unknown,0,0,0
PRESENT,Orycteropus afer,Unknown,Unknown,0,0,0
PRESENT,Orycteropus afer,Unknown,Unknown,1982,6,4
PRESENT,Orycteropus afer,Namibia,Namibia,0,0,0
PRESENT,Orycteropus afer,Benin,Tanguieta,2015,6,29
PRESENT,Orycteropus afer,Benin,Tanguieta,2015,1,26
PRESENT,Orycteropus afer,Guinea-Bissau,Bissau,1946,4,12
PRESENT,Orycteropus afer,Unknown,Unknown,1966,11,23
PRESENT,Orycteropus afer,South Africa,South Africa,0,0,0
PRESENT,Addax nasomaculatus,Unknown,Unknown,2006,7,4
PRESENT,Addax nasomaculatus,Sahara,Sahara,0,0,0
PRESENT,Addax nasomaculatus,Unknown,Unknown,1938,1,1
PRESENT,Addax nasomaculatus,Unknown,Unknown,0,0,0
PRESENT,Addax nasomaculatus,Sudan,Sudan,0,0,0
PRESENT,Addax nasomaculatus,Algeria,Algeria,1888,0,0
PRESENT,Addax nasomaculatus,Unknown,Unknown,1938,1,1
PRESENT,Addax nasomaculatus,Algeria,Biskra/Wilaya de Biskra,0,0,0
PRESENT,Addax nasomaculatus,United States of America,United States of America,2020,10,3
PRESENT,Addax nasomaculatus,Unknown,Unknown,2006,1,25
PRESENT,Addax nasomaculatus,ZOO,ZOO,1994,7,10
PRESENT,Addax nasomaculatus,Zoo de Hanovre,Zoo de Hanovre,0,0,0
PRESENT,Addax nasomaculatus,Unknown,Unknown,1938,1,1
PRESENT,Addax nasomaculatus,unknown or invalid,unknown or invalid,0,0,0
PRESENT,Addax nasomaculatus,Sahara,Sahara,0,0,0
PRESENT,Addax nasomaculatus,Unknown,Unknown,0,0,0
PRESENT,Addax nasomaculatus,Oklahoma City Zoological Park,Oklahoma City Zoological Park,1967,2,21
PRESENT,Addax nasomaculatus,Germany,Zoo Berlin,1995,2,25
PRESENT,Addax nasomaculatus,Oklahoma City Zoological Park,Oklahoma City Zoological Park,1969,5,10
PRESENT,Dasyprocta leporina,Guyana,"Guyana:Potaro-Siparuni, Iwokrama Forest, Canopy Walkway",2008,8,17
PRESENT,Dasyprocta leporina,Guyana,"Guyana:Upper Demerara-Berbice, Tropenbos, 20 Km Sse Of Mabura Hill",1994,8,4
PRESENT,Dasyprocta leporina,Suriname,"Suriname:Sipaliwini, Iconja Landing, Sipaliwini River, terra firme primary lowland forest",2009,7,25
PRESENT,Dasyprocta leporina,Guyana,"Guyana:Potaro-Siparuni, Pakatau Falls, Siparuni River, Iwokrama Reserve",1997,11,18
PRESENT,Dasyprocta leporina,Guyana,"Guyana:Potaro-Siparuni, Iwokrama Reserve, Pakatau Mountain, Siparuni River, 42 Km WNW Of Kurupukari",1997,3,15
PRESENT,Dasyprocta leporina,Guyana,"Guyana:Upper Takutu-Upper Essequibo, Chodikar River, 55 Km SW Of Gunn'S Strip",1996,11,1
PRESENT,Dasyprocta leporina,Guyana,"Guyana:Potaro-Siparuni, 38 Mile Camp, 35 Km SW Of Kurupukari, Iwokrama Reserve",1997,10,6
PRESENT,Dasyprocta leporina,Brazil,"in Baixada Santista, site occupies area of 850 square meters, archaeological site",0,0,0
PRESENT,Dasyprocta leporina,Brazil,"149500,000 ha of relatively undisturbed upland Amazonian rainforest. Located on Amazon's meander plain, although there is no major river in study area.",0,0,0
PRESENT,Dasyprocta leporina,Unknown,Unknown,0,0,0
PRESENT,Dasyprocta leporina,Unknown,Unknown,0,0,0
PRESENT,Dasyprocta leporina,Unknown,Unknown,0,0,0
PRESENT,Dasyprocta leporina,Ecuador,Ecuador,1958,9,21
PRESENT,Dasyprocta leporina,Unknown,Unknown,0,0,0
PRESENT,Dasyprocta leporina,Unknown,Unknown,0,0,0
PRESENT,Dasyprocta leporina,Unknown,Unknown,0,0,0
PRESENT,Dasyprocta leporina,Brazil,Brazil,0,0,0
PRESENT,Dasyprocta leporina,Unknown,Unknown,0,0,0
PRESENT,Dasyprocta leporina,Unknown,Unknown,0,0,0
PRESENT,Dasyprocta leporina,Suriname,Suriname,0,0,0
PRESENT,Alligator sinensis,Germany,Tierpark Berlin,1963,7,1
PRESENT,Alligator sinensis,China,"Wubu, Jangtsekiang",0,0,0
PRESENT,Alligator sinensis,China,"Wubu, Jangtsekiang",0,0,0
PRESENT,Alligator sinensis,Unknown,Unknown,0,0,0
PRESENT,Alligator sinensis,China,"Wubu, Jangtsekiang",0,0,0
PRESENT,Alligator sinensis,China,"Wubu, Jangtsekiang, Anhui Province",0,0,0
PRESENT,Alligator sinensis,China,China,0,0,0
PRESENT,Alligator sinensis,China,"Wubu, Jangtsekiang",0,0,0
PRESENT,Alligator sinensis,China,"Dangtu Xian, Wan Qing Hu Lake",1920,2,2
PRESENT,Alligator sinensis,China,"Dangtu Xian, Wan Qing Hu Lake",1920,2,2
PRESENT,Alligator sinensis,Unknown,Unknown,0,0,0
PRESENT,Alligator sinensis,Unknown,Unknown,0,0,0
PRESENT,Alligator sinensis,Germany,Tierpark Berlin,0,0,0
PRESENT,Alligator sinensis,China,Yangtse Kiang,0,0,0
PRESENT,Alligator sinensis,China,China,0,0,0
PRESENT,Alligator sinensis,Germany,Tierpark Berlin,0,0,0
PRESENT,Alligator sinensis,Germany,Tierpark Berlin,0,0,0
PRESENT,Alligator sinensis,Germany,Tierpark Berlin,0,0,0
PRESENT,Alligator sinensis,[No data],[No data],0,0,0
PRESENT,Alligator sinensis,China,Kiu-Kiang,0,0,0
PRESENT,Bubalus depressicornis,unknown or invalid,unknown or invalid,1964,12,28
PRESENT,Bubalus depressicornis,Unknown,Unknown,0,0,0
PRESENT,Bubalus depressicornis,Unknown,Unknown,0,0,0
PRESENT,Bubalus depressicornis,unknown or invalid,unknown or invalid,1949,4,14
PRESENT,Bubalus depressicornis,Indonesia,Indonesia,0,0,0
PRESENT,Bubalus depressicornis,Indonesia,Indonesia,0,0,0
PRESENT,Bubalus depressicornis,Indonesia,Indonesia,0,0,0
PRESENT,Bubalus depressicornis,Unknown,Unknown,0,0,0
PRESENT,Bubalus depressicornis,Unknown,Unknown,0,0,0
PRESENT,Bubalus depressicornis,Unknown,Unknown,0,0,0
PRESENT,Bubalus depressicornis,Indonesia,"Limbe I, Government Reserve",1929,6,19
PRESENT,Bubalus depressicornis,Indonesia,"Limbe I, Government Reserve",1929,6,19
PRESENT,Bubalus depressicornis,Unknown,Unknown,0,0,0
PRESENT,Bubalus depressicornis,San Diego Zoo,San Diego Zoo,1969,2,2
PRESENT,Bubalus depressicornis,Indonesia,Indonesia,0,0,0
PRESENT,Bubalus depressicornis,Indonesia,"Limbe I, Government Reserve",1929,6,19
PRESENT,Bubalus depressicornis,Indonesia,Indonesia,2012,8,17
PRESENT,Bubalus depressicornis,Indonesia,Indonesia,0,0,0
PRESENT,Bubalus depressicornis,Unknown,Unknown,1995,12,22
PRESENT,Bubalus depressicornis,Unknown,Unknown,0,0,0
PRESENT,Myrmecophaga tridactyla,Unknown,Unknown,2012,1,1
PRESENT,Myrmecophaga tridactyla,Argentina,Argentina,0,0,0
PRESENT,Myrmecophaga tridactyla,South Africa,South Africa,0,0,0
PRESENT,Myrmecophaga tridactyla,Mexico,mouth of Colorado River,0,0,0
PRESENT,Myrmecophaga tridactyla,Argentina,Argentina,0,0,0
PRESENT,Myrmecophaga tridactyla,Suriname,Suriname,0,0,0
PRESENT,Myrmecophaga tridactyla,Suriname,Affobakka,0,0,0
PRESENT,Myrmecophaga tridactyla,Unknown,Unknown,0,0,0
PRESENT,Myrmecophaga tridactyla,Unknown,Unknown,0,0,0
PRESENT,Myrmecophaga tridactyla,Unknown,Unknown,0,0,0
PRESENT,Myrmecophaga tridactyla,South Africa,South Africa,0,0,0
PRESENT,Myrmecophaga tridactyla,Unknown,Unknown,0,0,0
PRESENT,Myrmecophaga tridactyla,Unknown,Unknown,0,0,0
PRESENT,Myrmecophaga tridactyla,Argentina,Argentina,0,0,0
PRESENT,Myrmecophaga tridactyla,Suriname,Suriname,0,0,0
PRESENT,Myrmecophaga tridactyla,Africa,Africa,1899,12,30
PRESENT,Myrmecophaga tridactyla,Unknown,Unknown,0,0,0
PRESENT,Myrmecophaga tridactyla,Unknown,Unknown,0,0,0
PRESENT,Myrmecophaga tridactyla,Unknown,Unknown,0,0,0
PRESENT,Myrmecophaga tridactyla,Argentina,Argentina,0,0,0
PRESENT,Hippotragus equinus,Unknown,Unknown,0,0,0
PRESENT,Hippotragus equinus,Unknown,Unknown,0,0,0
PRESENT,Hippotragus equinus,Unknown,Unknown,0,0,0
PRESENT,Hippotragus equinus,Unknown,Unknown,0,0,0
PRESENT,Hippotragus equinus,Benin,Parc Pendjari,2014,4,1
PRESENT,Hippotragus equinus,Senegal,Senegal,0,0,0
PRESENT,Hippotragus equinus,unspecified,unspecified,1860,1,1
PRESENT,Hippotragus equinus,Angola,"Mucusso Game Preserve, 90 mi. NNW of Dirico",1962,8,4
PRESENT,Hippotragus equinus,Benin,Tanguieta,2015,6,10
PRESENT,Hippotragus equinus,Benin,Tanguiéta,2017,1,18
PRESENT,Hippotragus equinus,Benin,Tanguiéta,2009,3,12
PRESENT,Hippotragus equinus,Unknown,Unknown,0,0,0
PRESENT,Hippotragus equinus,Namibia,Namibia,0,0,0
PRESENT,Hippotragus equinus,NAMPINI,NAMPINI,0,0,0
PRESENT,Hippotragus equinus,RANCHES LTD.,RANCHES LTD.,0,0,0
PRESENT,Hippotragus equinus,Benin,Tanguieta,2014,2,1
PRESENT,Hippotragus equinus,Benin,"Boucle de la Pendjari, Tanguieta, Atakora",2016,2,18
PRESENT,Hippotragus equinus,Benin,Tanguieta,2016,11,24
PRESENT,Hippotragus niger,Kenya,Kenya,2011,1,11
PRESENT,Hippotragus niger,.,.,0,0,0
PRESENT,Hippotragus niger,Unknown,Unknown,1927,12,12
PRESENT,Hippotragus niger,Unknown,Unknown,0,0,0
PRESENT,Hippotragus niger,Unknown,Unknown,0,0,0
PRESENT,Hippotragus niger,Unknown,Unknown,0,0,0
PRESENT,Hippotragus niger,Unknown,Unknown,0,0,0
PRESENT,Hippotragus niger,Unknown,Unknown,0,0,0
PRESENT,Hippotragus niger,Unknown,Unknown,0,0,0
PRESENT,Hippotragus niger,Unknown,Unknown,0,0,0
PRESENT,Hippotragus niger,Unknown,Unknown,0,0,0
PRESENT,Hippotragus niger,Unknown,Unknown,1935,12,30
PRESENT,Hippotragus niger,.,.,0,0,0
PRESENT,Hippotragus niger,Margereni,Margereni,1938,1,1
PRESENT,Hippotragus niger,Unknown,Unknown,0,0,0
PRESENT,Hippotragus niger,Unknown,Unknown,0,0,0
PRESENT,Hippotragus niger,Unknown,Unknown,1978,12,10
PRESENT,Hippotragus niger,Zimbabwe,Matetsi,1974,0,0
PRESENT,Hippotragus niger,Oklahoma City Zoological Park,Oklahoma City Zoological Park,1970,5,11
PRESENT,Hippotragus niger,"Tanzania, United Republic of",Ugunda District,1959,1,5
PRESENT,Pteroglossus viridis,Unknown,Unknown,0,0,0
PRESENT,Pteroglossus viridis,aus Gefangenschaft,aus Gefangenschaft,2002,3,11
PRESENT,Pteroglossus viridis,Unknown,Unknown,0,0,0
PRESENT,Pteroglossus viridis,Unknown,Unknown,0,0,0
PRESENT,Pteroglossus viridis,Unknown,Unknown,0,0,0
PRESENT,Pteroglossus viridis,Unknown,Unknown,0,0,0
PRESENT,Pteroglossus viridis,Guyana,Guyana,0,0,0
PRESENT,Pteroglossus viridis,Brazil,Brazil,1991,11,6
PRESENT,Pteroglossus viridis,Unknown,Unknown,0,0,0
PRESENT,Pteroglossus viridis,Unknown,Unknown,0,0,0
PRESENT,Pteroglossus viridis,Unknown,Unknown,0,0,0
PRESENT,Pteroglossus viridis,Unknown,Unknown,0,0,0
PRESENT,Pteroglossus viridis,Guyana,Guyana,2000,11,19
PRESENT,Pteroglossus viridis,Guyana,Guyana,2000,4,5
PRESENT,Pteroglossus viridis,Brazil,"região da Vila Tamandaré, Sítio João Lucas",2005,1,1
PRESENT,Pteroglossus viridis,French Guiana,"Massif du Mitaraka, Camp",2015,3,14
PRESENT,Pteroglossus viridis,French Guiana,Saul,1977,2,3
PRESENT,Pteroglossus viridis,French Guiana,"Massif du Mitaraka, Piafs Camp",2015,2,23
PRESENT,Pteroglossus viridis,Unknown,Unknown,0,0,0
PRESENT,Pteroglossus viridis,Unknown,Unknown,0,0,0
PRESENT,Argusianus argus,Malaysia,Gunung Panti Forest Reserve,2018,6,23
PRESENT,Argusianus argus,Malaysia,Gunung Panti Forest Reserve,2009,2,15
PRESENT,Argusianus argus,Malaysia,Gunung Panti Forest Reserve,2010,5,8
PRESENT,Argusianus argus,Malaysia,Gunung Panti Forest Reserve,2014,5,24
PRESENT,Argusianus argus,Malaysia,"Lakum Forest Reserve, Lanchang, Pahang",2003,5,14
PRESENT,Argusianus argus,Malaysia,Danum Valley Field Centre (DVFC),2019,4,6
PRESENT,Argusianus argus,Malaysia,Taman Negara NP--Kuala Tahan,2009,4,8
PRESENT,Argusianus argus,Malaysia,Gunung Panti Forest Reserve,2019,2,20
PRESENT,Argusianus argus,Malaysia,Johor - Lenggor Forest Reserve,2019,6,8
PRESENT,Argusianus argus,Malaysia,"Hutan Lipur Ulu Licin, Beruas, Bubu Forest Reserve, Perak",2019,4,23
PRESENT,Argusianus argus,Malaysia,Poring Hot Springs,2007,5,18
PRESENT,Argusianus argus,Malaysia,Lenggor,2019,7,15
PRESENT,Argusianus argus,Malaysia,Kinabatangan--River,2019,7,2
PRESENT,Argusianus argus,Malaysia,"Templer's Park, Selangor",2006,11,12
PRESENT,Argusianus argus,Malaysia,Tawau Hills Park,2012,7,18
PRESENT,Argusianus argus,Malaysia,"Lawas, Sarawak",2019,10,16
PRESENT,Argusianus argus,Malaysia,Pedu Lake,2017,7,8
PRESENT,Argusianus argus,Malaysia,Tabin,2012,10,25
PRESENT,Argusianus argus,Malaysia,Kubah National Park,2012,7,14
PRESENT,Argusianus argus,Malaysia,Paya Maga,2018,8,7
PRESENT,Tolypeutes matacus,Commercial Specimen,Commercial Specimen,0,0,0
PRESENT,Tolypeutes matacus,Bolivia (Plurinational State of),Perforacion,1990,6,1
PRESENT,Tolypeutes matacus,Unknown,Unknown,2006,10,15
PRESENT,Tolypeutes matacus,Unknown,Unknown,2005,9,18
PRESENT,Tolypeutes matacus,Argentina,Argentina,2006,5,15
PRESENT,Tolypeutes matacus,Bolivia (Plurinational State of),Bolivia - Charagua (Santa Cruz),2019,9,30
PRESENT,Tolypeutes matacus,Unknown,Unknown,0,0,0
PRESENT,Tolypeutes matacus,Bolivia (Plurinational State of),Curuyuqui,1990,6,1
PRESENT,Tolypeutes matacus,Unknown,Unknown,2011,4,24
PRESENT,Tolypeutes matacus,United States of America,San Antonio Zoo,2000,3,27
PRESENT,Tolypeutes matacus,Paraguay,Fortin Toledo - Ruta Transchaco Road,2014,8,18
PRESENT,Tolypeutes matacus,Unknown,Unknown,0,0,0
PRESENT,Tolypeutes tricinctus,Unknown,Unknown,0,0,0
PRESENT,Tolypeutes tricinctus,Unknown,Unknown,0,0,0
PRESENT,Tolypeutes tricinctus,Unknown,Unknown,0,0,0
PRESENT,Tolypeutes tricinctus,Unknown,Unknown,0,0,0
PRESENT,Tolypeutes matacus,Argentina,Argentina,0,0,0
PRESENT,Papio hamadryas,Africa,Africa,1899,12,30
PRESENT,Papio hamadryas,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Papio hamadryas,Japan Monkey Center in captivity,Japan Monkey Center in captivity,0,0,0
PRESENT,Papio hamadryas,Namibia,Namibia,2016,11,27
PRESENT,Papio hamadryas,Namibia,Namibia,2016,12,3
PRESENT,Papio hamadryas,Namibia,Namibia,2016,11,21
PRESENT,Papio hamadryas,Namibia,Namibia,2016,12,2
PRESENT,Papio hamadryas,Spain,Spain,0,0,0
PRESENT,Papio hamadryas,Spain,Spain,0,0,0
PRESENT,Papio hamadryas,Unknown,Unknown,0,0,0
PRESENT,Papio hamadryas,Unknown,Unknown,0,0,0
PRESENT,Papio hamadryas,Unknown,Unknown,1877,5,29
PRESENT,Papio hamadryas,Unknown,Unknown,0,0,0
PRESENT,Papio hamadryas,Unknown,Unknown,0,0,0
PRESENT,Papio hamadryas,Aden,Aden,1919,9,5
PRESENT,Papio hamadryas,South Africa,South Africa,0,0,0
PRESENT,Papio hamadryas,West Africa,West Africa,1860,1,1
PRESENT,Papio hamadryas,Ethiopia,Ethiopia,1874,1,1
PRESENT,Papio hamadryas,Unknown,Unknown,0,0,0
PRESENT,Papio hamadryas,West Africa,West Africa,1860,1,1
PRESENT,Rucervus duvaucelii,Unknown,Unknown,0,0,0
PRESENT,Rucervus duvaucelii,Canada,Canada,0,0,0
PRESENT,Rucervus duvaucelii,Oklahoma City Zoological Park,Oklahoma City Zoological Park,1970,4,7
PRESENT,Rucervus duvaucelii,India,"Kheri, Oudh, Palia",1926,1,21
PRESENT,Rucervus duvaucelii,Oklahoma City Zoological Park,Oklahoma City Zoological Park,0,0,0
PRESENT,Rucervus duvaucelii,Oklahoma City Zoological Park,Oklahoma City Zoological Park,1983,1,5
PRESENT,Rucervus duvaucelii,Oklahoma City Zoological Park,Oklahoma City Zoological Park,1970,7,23
PRESENT,Rucervus duvaucelii,Germany,Deutschland [Tiergarten],0,0,0
PRESENT,Rucervus duvaucelii,Germany,Deutschland [Tiergarten],0,0,0
PRESENT,Rucervus duvaucelii,Germany,Deutschland [Tiergarten],0,0,0
PRESENT,Rucervus duvaucelii,Germany,Deutschland [Tiergarten],0,0,0
PRESENT,Rucervus duvaucelii,Germany,Deutschland [Tiergarten],1987,9,0
PRESENT,Rucervus duvaucelii,Germany,Deutschland [Tiergarten],0,0,0
PRESENT,Rucervus duvaucelii,India,Kanha Tiger Reserve,2008,2,28
PRESENT,Rucervus duvaucelii,India,Kanha Tiger Reserve,2008,2,24
PRESENT,Rucervus duvaucelii,India,India,2008,3,28
PRESENT,Rucervus duvaucelii,India,India,0,0,0
PRESENT,Rucervus duvaucelii,Oklahoma City Zoological Park,Oklahoma City Zoological Park,1986,1,30
PRESENT,Rucervus duvaucelii,Germany,Deutschland [Tiergarten],0,0,0
PRESENT,Rucervus duvaucelii,Germany,Deutschland [Tiergarten],0,0,0
PRESENT,Trachyphonus erythrocephalus,Kenya,Marsabit Forest Ecosystem,2014,5,30
PRESENT,Trachyphonus erythrocephalus,Kenya,"Kathithini area, Kiamanyaki Location (along Tana River)",2019,5,12
PRESENT,Trachyphonus erythrocephalus,Kenya,"Kathithini area, Kiamanyaki Location (along Tana River)",2019,5,12
PRESENT,Trachyphonus erythrocephalus,Ethiopia,Errertal bei Harar,1956,4,3
PRESENT,Trachyphonus erythrocephalus,Ethiopia,Gumeide,1901,1,7
PRESENT,Trachyphonus erythrocephalus,Ethiopia,"Arussi-Gallaland, Fluss Denek",1901,3,18
PRESENT,Trachyphonus erythrocephalus,Ethiopia,"Land der Gurra, Darassum",1901,4,8
PRESENT,Trachyphonus erythrocephalus,Somalia,"Land der Gurra, Wante",1901,5,17
PRESENT,Trachyphonus erythrocephalus,Unknown,Unknown,0,0,0
PRESENT,Trachyphonus erythrocephalus,Ethiopia,Harrar,1900,5,13
PRESENT,Trachyphonus erythrocephalus,Ethiopia,"Land der Gurra, Darassum",1901,4,8
PRESENT,Trachyphonus erythrocephalus,Ethiopia,Harrar,1900,5,11
PRESENT,Trachyphonus erythrocephalus,Ethiopia,Sagan-Tal,1901,1,13
PRESENT,Trachyphonus erythrocephalus,Ethiopia,"Arussi-Gallaland, Fluss Denek",1901,3,18
PRESENT,Trachyphonus erythrocephalus,Ethiopia,"Land der Gurra, Dagaje",1901,4,4
PRESENT,Trachyphonus erythrocephalus,Ethiopia,"Arussi-Gallaland, Fluss Denek",1901,3,18
PRESENT,Trachyphonus erythrocephalus,Somalia,"Land der Gurra, Garre-Liwin",1901,5,10
PRESENT,Trachyphonus erythrocephalus,Ethiopia,"Land der Gurra, Fluss Mane",1901,4,4
PRESENT,Trachyphonus erythrocephalus,Unknown,Unknown,0,0,0
PRESENT,Trachyphonus erythrocephalus,Kenya,BURA-MASHOTI RD.,0,0,0
PRESENT,Pteropus rodricensis,Mauritius,Mauritius,1976,4,27
PRESENT,Pteropus rodricensis,Mauritius,Mauritius,0,0,0
PRESENT,Pteropus rodricensis,Jersey,Jersey,1982,8,12
PRESENT,Pteropus rodricensis,Mauritius,Rodrigues Island,1991,2,0
PRESENT,Pteropus rodricensis,Jersey,Jersey,1983,6,6
PRESENT,Pteropus rodricensis,Jersey,Jersey,0,0,0
PRESENT,Pteropus rodricensis,Rodriguez I.,Rodriguez I.,0,0,0
PRESENT,Pteropus rodricensis,Mauritius,"Mauritius Wildlife Foundation Nursery; ""Solitude""",2010,6,14
PRESENT,Pteropus rodricensis,Mauritius,Mauritius; Cascade Pigeon; Rodrigues,1974,11,4
PRESENT,Pteropus rodricensis,unknown or invalid,unknown or invalid,2011,2,26
PRESENT,Pteropus rodricensis,unknown or invalid,unknown or invalid,2009,2,16
PRESENT,Pteropus rodricensis,Rodriguez I.,Rodriguez I.,0,0,0
PRESENT,Pteropus rodricensis,Unknown,Unknown,0,0,0
PRESENT,Pteropus rodricensis,unknown or invalid,unknown or invalid,2012,7,9
PRESENT,Pteropus rodricensis,unknown or invalid,unknown or invalid,0,0,0
PRESENT,Pteropus rodricensis,Unknown,Unknown,2013,9,17
PRESENT,Pteropus rodricensis,Unknown,Unknown,0,0,0
PRESENT,Pteropus rodricensis,Unknown,Unknown,0,0,0
PRESENT,Pteropus rodricensis,Unknown,Unknown,0,0,0
PRESENT,Eidolon helvum,Ghana,Ankasa Nationalpark,2017,11,13
PRESENT,Eidolon helvum,Mauritania,Mauritania - Nouakchott,2014,9,21
PRESENT,Eidolon helvum,Ghana,Ghana - Accra,2012,2,12
PRESENT,Eidolon helvum,"Tanzania, United Republic of",Tanzania - Morogoro Urban,2014,7,14
PRESENT,Eidolon helvum,Ghana,Ghana - Cape Coast / Elmina,2019,2,9
PRESENT,Eidolon helvum,Benin,"Atakora, BJ",2013,5,27
PRESENT,Eidolon helvum,Benin,"Atakora, BJ",2016,11,22
PRESENT,Eidolon helvum,Benin,"Datori, Datori",2013,10,31
PRESENT,Eidolon helvum,Benin,"Onclou, Onclou",2013,10,31
PRESENT,Eidolon helvum,Kenya,"Mombasa, Uhuru Gardens",2017,10,3
PRESENT,Eidolon helvum,Nigeria,Nigeria,0,0,0
PRESENT,Eidolon helvum,Benin,Adjohoun,2018,3,9
PRESENT,Eidolon helvum,Benin,"Ahomey-Lokpo, Lokpo",2013,9,30
PRESENT,Eidolon helvum,Ghana,Ghana - Kumasi,2009,11,29
PRESENT,Eidolon helvum,Gambia,Gambia - Banjul,2020,2,26
PRESENT,Eidolon helvum,Benin,Adjohoun,2013,9,4
PRESENT,Eidolon helvum,Benin,Adjohoun,2018,3,9
PRESENT,Eidolon helvum,Benin,Bonou,2017,12,27
PRESENT,Eidolon helvum,Benin,"Kpoba, Zohoundji",2013,9,30
PRESENT,Eidolon helvum,Ghana,Ghana - Volta region,2012,12,29
PRESENT,Tremarctos ornatus,Unknown,Unknown,0,0,0
PRESENT,Tremarctos ornatus,Ecuador,Mashpi Road,2012,12,6
PRESENT,Tremarctos ornatus,United States of America,St. Louis Zoo,1981,0,0
PRESENT,Tremarctos ornatus,Unknown,Unknown,0,0,0
PRESENT,Tremarctos ornatus,Unknown,Unknown,0,0,0
PRESENT,Tremarctos ornatus,Unknown,Unknown,0,0,0
PRESENT,Tremarctos ornatus,Unknown,Unknown,0,0,0
PRESENT,Tremarctos ornatus,Ecuador,Ecuador,0,0,0
PRESENT,Tremarctos ornatus,Ecuador,Ecuador,0,0,0
PRESENT,Tremarctos ornatus,Colombia,Parque Nacional Natural Cueva de los Guácharos,2017,10,27
PRESENT,Tremarctos ornatus,Colombia,"Corregimiento Crucero Nogales, Predio Rinconadas",2014,9,0
PRESENT,Tremarctos ornatus,Colombia,"Paramo de Guasca, vertiente oriental.",0,0,0
PRESENT,Tremarctos ornatus,Colombia,"Corregimiento Toche, Paraje Los Chorros, predio Santa Ana de los Caballeros",2014,11,0
PRESENT,Tremarctos ornatus,Colombia,"Corregimiento Villacarmelo, predio La Carolina",2014,8,0
PRESENT,Tremarctos ornatus,Unknown,Unknown,0,0,0
PRESENT,Tremarctos ornatus,Unknown,Unknown,0,0,0
PRESENT,Tremarctos ornatus,Colombia,"Jurisdicción de Urrao Abriaquí y Caicedo| Páramo de Frontino, al suroccidente de Antioquia sobre la divisoria de aguas de la Cordillera Occidental",2013,2,9
PRESENT,Tremarctos ornatus,Colombia,"Corregimiento Los Andes, predio El Danubio",2014,8,0
PRESENT,Tremarctos ornatus,Colombia,"Corregimiento Toche, Vereda Cabuyal adentro, paraje Los Chorros, predio Lusitania",2014,11,0
PRESENT,Tremarctos ornatus,Colombia,Charalá| Guenenta| La Sierra,2020,2,13
PRESENT,Ursus thibetanus,Unknown,Unknown,0,0,0
PRESENT,Ursus thibetanus,Unknown,Unknown,0,0,0
PRESENT,Ursus thibetanus,Unknown,Unknown,0,0,0
PRESENT,Ursus thibetanus,Unknown,Unknown,1984,10,1
PRESENT,Ursus thibetanus,Lao People’s Democratic Republic,Tad Kuang Si Wasserfall und Umgebung,2018,1,29
PRESENT,Ursus thibetanus,Poland,Poland,2008,7,5
PRESENT,Ursus thibetanus,China,China,0,0,0
PRESENT,Ursus thibetanus,"Korea, Republic of",unspecified,0,0,0
PRESENT,Ursus thibetanus,Lao People’s Democratic Republic,Tad Kuang Si Wasserfall und Umgebung,2011,11,13
PRESENT,Ursus thibetanus,Nepal,8000-9000',0,0,0
PRESENT,Ursus thibetanus,India,near Dongay Thang,0,0,0
PRESENT,Ursus thibetanus,Viet Nam,Hue,1929,0,0
PRESENT,Ursus thibetanus,China,China,0,0,0
PRESENT,Ursus thibetanus,United States of America,Cloud River,0,0,0
PRESENT,Ursus thibetanus,Lao People’s Democratic Republic,Lao Fu Tchai,1929,0,0
PRESENT,Ursus thibetanus,Thailand,Thailand,0,0,0
PRESENT,Ursus thibetanus,China,Chihli,0,0,0
PRESENT,Ursus thibetanus,"San Francisco Zoo, San Francisco Co., California","San Francisco Zoo, San Francisco Co., California",1984,12,4
PRESENT,Ursus thibetanus,"San Francisco, San Francisco Zoo.","San Francisco, San Francisco Zoo.",0,0,0
PRESENT,Ursus thibetanus,Unknown,Unknown,0,0,0
PRESENT,Ursus arctos,Unknown,Unknown,1899,12,30
PRESENT,Ursus arctos,Africa,Africa,1899,12,30
PRESENT,Ursus arctos,France,France,2006,7,6
PRESENT,Ursus arctos,France,France,1987,9,8
PRESENT,Ursus arctos,Russian Federation,Bratsk + Umgebung,1985,6,19
PRESENT,Ursus arctos,Germany,"Nationalpark Bay.Wald, Tierfreigehege Neuschönau",2015,9,13
PRESENT,Ursus arctos,Sweden,"Feuchtwiesen sowie Birken-, Fichten-, Kiefernwald",2012,11,18
